사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,8호선,2824,단대오거리,12,0,"8,578","1,349","17,279","6,008","41,936","10,204","50,357","18,840","26,618","8,877","17,549","8,835","16,015","8,976","16,807","10,443","16,196","11,390","14,311","13,324","14,102","17,357","15,638","21,382","19,199","26,067","22,507","44,696","9,977","35,927","7,217","20,349","5,284","18,660","3,600","18,051","1,453","10,764",331,"3,520",0,25,0,0,0,0
Feb-23,8호선,2825,신흥,7,0,"3,238",378,"6,385","2,376","15,530","3,204","20,545","6,029","11,441","4,369","7,439","4,670","7,026","5,219","7,565","7,128","7,091","8,671","7,131","8,426","7,860","9,338","8,849","10,846","9,136","12,111","8,587","18,797","4,750","16,107","3,985","9,327","2,881","8,056","1,973","7,173",918,"4,404",191,"1,201",0,142,0,0,0,0
Feb-23,8호선,2826,수진,1,0,"3,620",583,"6,424","2,637","14,747","3,003","21,332","7,664","11,985","6,366","8,320","5,355","7,649","5,965","8,762","6,463","8,094","7,713","7,193","7,608","8,427","8,389","9,082","8,948","8,186","10,328","8,087","15,108","4,618","11,809","3,364","7,755","2,761","7,514","2,245","6,384",994,"4,261",209,"1,091",0,177,0,0,0,0
Feb-23,8호선,2827,모란,22,0,"2,070",455,"2,659","2,891","7,681","3,741","10,282","7,799","6,744","5,573","5,870","5,786","7,156","6,723","8,099","7,169","9,113","7,259","9,523","6,895","10,803","6,882","11,193","7,252","10,764","7,814","11,189","10,819","6,048","6,827","4,414","4,236","4,243","3,848","3,738","3,264","2,564","2,061",643,"1,489",1,346,0,0,0,0
Feb-23,8호선,2828,남위례,1,0,"1,051",727,"4,874","2,704","15,649","6,177","20,318","19,223","11,067","10,649","8,267","6,134","7,775","5,744","8,422","6,448","8,377","7,583","7,690","7,400","8,947","8,241","9,703","10,570","13,727","13,742","17,518","21,500","7,362","16,330","5,676","8,822","6,004","8,466","4,484","7,923","1,945","5,160",610,"1,749",0,0,0,0,0,0
Feb-23,9호선,4101,개화,3,0,"1,560",84,"6,761","1,963","16,074","3,059","9,853","4,544","3,276","2,394","2,473","1,548","2,087","1,830","1,939","1,716","2,004","1,790","2,423","1,747","2,334","2,060","3,766","2,015","4,821","2,917","5,505","5,697","2,188","5,009","1,343","2,786","1,342","1,766",403,"1,809",222,"1,116",69,491,0,50,0,0,0,0
Feb-23,9호선,4102,김포공항,1,0,859,"1,856","2,562","12,639","6,444","17,062","9,798","19,259","7,778","15,292","8,566","20,979","10,879","22,631","10,962","21,634","13,608","21,704","15,843","21,837","17,044","19,490","15,196","23,883","17,996","26,678","20,837","27,153","14,871","17,250","12,777","6,387","11,772","3,865","11,647","2,864","3,422","2,164",119,"1,236",0,21,0,0,0,0
Feb-23,9호선,4103,공항시장,7,0,"2,927",189,"4,192",988,"9,114","1,617","10,418","3,832","5,920","2,888","4,492","2,703","4,066","2,941","4,642","3,339","4,164","3,749","3,890","3,687","3,803","4,545","3,782","5,930","4,313","6,901","4,121","10,206","2,673","9,767","2,232","6,108","1,721","5,289","1,524","4,835",692,"3,561",120,"1,513",0,1,0,0,0,0
Feb-23,9호선,4104,신방화,5,0,"4,341",550,"10,598","2,370","26,337","3,608","27,116","9,409","14,317","6,030","10,551","5,463","9,577","6,223","10,082","7,222","9,667","7,628","8,556","7,850","8,557","10,273","8,609","11,294","8,988","14,011","10,166","25,252","5,632","19,916","4,527","12,641","3,526","10,704","2,489","9,921","1,085","6,657",200,"2,345",0,0,0,0,0,0
Feb-23,9호선,4105,마곡나루(서울식물원),4,0,"4,096","1,178","9,270","8,078","28,950","18,360","30,028","50,580","15,251","21,724","11,257","12,243","11,951","12,616","14,035","12,288","14,637","13,714","15,023","13,117","16,905","13,508","21,287","15,199","36,368","24,154","44,677","36,094","20,035","31,326","16,686","17,058","17,059","14,312","14,544","13,777","7,359","9,351","1,106","3,486",0,139,0,0,0,0
Feb-23,9호선,4106,양천향교,9,0,"4,036",984,"9,507","6,544","29,652","9,724","31,068","38,814","14,072","15,585","11,066","8,022","11,136","7,246","12,055","8,561","11,739","8,767","10,728","9,555","12,410","10,247","14,429","11,382","20,371","17,187","32,807","26,163","10,689","25,767","7,054","16,148","6,362","13,794","4,381","13,631","1,991","9,395",414,"3,121",0,11,0,0,0,0
Feb-23,9호선,4107,가양,100,0,"13,962","1,415","24,426","8,687","73,375","23,829","77,096","48,125","42,572","28,196","31,010","18,426","30,232","18,075","32,141","19,967","29,337","24,068","25,681","24,790","26,620","28,445","30,351","35,507","39,630","43,205","48,106","68,013","21,004","61,222","16,552","36,074","13,483","33,033","10,349","29,679","3,696","18,152",559,"6,285",0,164,0,0,0,0
Feb-23,9호선,4108,증미,2,0,"2,478",603,"7,690","2,877","21,212","8,293","24,058","38,329","11,576","12,170","8,100","5,780","7,997","4,731","7,954","5,367","7,797","5,986","7,188","5,825","7,265","7,387","8,508","8,154","17,847","10,095","31,066","18,957","8,484","15,872","4,822","8,336","3,965","7,668","2,161","6,950",873,"5,086",154,"1,315",0,0,0,0,0,0
Feb-23,9호선,4109,등촌,14,0,"5,275",801,"13,687","3,251","42,476","5,939","55,108","16,265","23,355","11,549","16,886","9,070","15,816","10,037","16,214","11,286","15,023","12,611","14,326","13,303","14,511","16,251","14,888","18,452","15,216","24,768","18,150","41,680","8,931","36,025","6,513","20,311","5,500","15,569","4,453","14,936","2,024","10,148",357,"2,850",0,0,0,0,0,0
Feb-23,9호선,4110,염창,10,0,"11,063",577,"26,022","4,552","73,694","7,552","82,928","19,663","44,750","11,254","27,889","10,123","23,735","10,424","24,126","13,201","21,851","14,727","18,309","16,739","17,629","22,044","18,543","27,224","21,357","40,390","24,766","69,313","13,001","63,955","10,053","39,475","8,876","32,411","6,788","31,674","2,954","20,831",471,"5,476",0,765,0,0,0,0
Feb-23,9호선,4111,신목동,0,0,"2,023",292,"5,624","2,392","18,926","3,008","18,753","5,949","9,067","2,917","6,375","2,947","5,964","2,943","5,398","3,169","5,224","4,088","4,881","3,985","4,596","4,575","6,245","5,622","6,425","8,232","6,047","13,083","2,507","11,568","1,815","6,395","1,560","6,758","1,400","5,812",601,"3,249",143,"1,320",1,99,0,1,0,0
Feb-23,9호선,4112,선유도,1,0,"1,861","1,184","5,670","3,563","20,973","13,153","25,129","40,778","11,988","18,388","7,997","6,886","8,382","6,739","9,041","6,511","8,395","7,535","8,535","7,231","9,412","8,064","11,575","9,318","24,696","11,799","36,531","19,877","13,457","16,608","7,175","9,221","5,931","8,687","4,694","7,520","1,920","4,772",361,"1,637",0,4,0,0,0,0
Feb-23,9호선,4113,당산,103,0,"8,095","1,386","16,335","6,216","51,481","14,849","60,880","44,128","35,436","24,078","25,510","16,718","25,387","17,512","27,018","19,057","25,737","21,083","24,253","21,506","24,504","24,279","27,109","28,854","36,526","45,117","47,960","65,817","23,866","53,492","20,571","33,473","19,339","31,588","16,312","31,107","8,141","20,427","1,460","5,437",1,286,0,0,0,0
Feb-23,9호선,4114,국회의사당,3,0,715,"1,817","1,728","9,558","3,976","43,274","6,959","143,143","5,717","71,201","7,574","26,805","11,847","21,465","15,240","18,160","18,002","19,697","22,462","15,515","23,918","11,303","32,525","10,452","69,440","12,312","101,524","13,428","38,445","7,545","24,355","4,609","24,089","3,599","14,997","3,148","5,016","2,039",800,701,0,0,0,0,0,0
Feb-23,9호선,4115,여의도,23,0,"2,435","2,381","3,774","23,785","7,728","133,022","10,172","166,982","10,133","73,550","13,234","34,463","19,359","33,265","20,245","31,766","26,742","33,582","31,504","28,764","39,949","26,639","57,485","25,514","145,754","27,348","149,814","30,340","75,154","17,703","60,512","8,901","46,995","7,951","27,266","6,850","9,942","3,890","1,109","1,696",0,216,1,0,0,0
Feb-23,9호선,4116,샛강,17,0,973,930,"2,057","3,694","4,486","14,649","6,305","37,755","4,740","14,549","4,907","8,522","5,738","7,972","6,562","7,076","7,501","6,986","7,996","6,805","9,223","6,189","10,925","7,219","20,308","10,202","31,079","12,737","12,395","7,709","10,286","4,215","9,858","3,381","6,944","3,294","3,611","1,755",642,822,0,3,0,0,0,0
Feb-23,9호선,4117,노량진,256,4,"15,301","1,880","22,754","12,495","59,699","34,816","88,698","54,154","49,836","35,330","30,690","22,100","29,562","23,574","33,180","29,628","36,195","34,511","30,979","28,733","30,847","33,709","33,653","39,816","44,458","56,320","48,240","89,303","29,511","59,332","30,064","38,813","37,787","37,429","38,731","35,275","13,064","21,206","1,230","5,041",0,0,0,0,0,0
Feb-23,9호선,4118,노들,8,0,"3,559",220,"5,309","1,394","15,296","2,178","21,101","3,894","12,180","3,115","8,083","3,230","6,653","3,109","6,958","3,864","6,840","4,460","5,711","4,725","5,296","6,599","5,708","7,301","6,225","9,394","5,944","15,134","3,358","10,696","2,517","7,185","2,012","6,741","1,473","6,144",661,"3,721",169,982,0,0,0,0,0,0
Feb-23,9호선,4119,흑석(중앙대입구),33,3,"2,730","1,108","4,633","5,359","13,859","10,441","18,651","18,406","13,168","12,931","11,086","11,374","11,491","9,368","12,615","11,539","12,790","13,053","12,661","10,944","13,725","12,456","16,815","13,983","20,090","16,948","16,335","25,412","9,607","16,721","8,492","11,595","8,220","9,402","8,024","8,771","3,890","5,888",685,"1,646",0,20,0,0,0,0
Feb-23,9호선,4120,동작(현충원),4,0,963,123,"1,321","1,403","4,441","1,507","5,005","2,806","3,270","2,172","2,582","2,337","2,671","1,959","2,853","1,897","2,892","2,225","2,551","2,354","2,816","2,135","3,337","2,184","3,204","2,750","3,692","3,856","1,848","2,738","1,374","1,678","1,279","1,711","1,004","1,785",463,"1,280",55,696,0,229,0,0,0,0
Feb-23,9호선,4121,구반포,0,0,190,155,428,"1,895","1,084","2,023","1,828","3,838","1,058","3,340",922,"1,409","1,113","1,241","1,316","1,380","1,315","1,506","1,564","1,269","1,861","1,315","2,519","1,406","3,665","1,541","3,800","2,424","1,882","1,389","1,057",651,818,684,746,654,177,432,35,194,0,4,0,0,0,0
Feb-23,9호선,4122,신반포,0,0,567,783,"1,800","11,430","5,229","5,827","7,216","8,644","4,937","6,036","4,346","4,869","4,069","3,807","5,038","3,931","5,182","5,069","5,127","4,951","7,149","4,906","12,125","5,185","12,297","5,769","9,544","8,369","5,005","5,939","3,427","3,262","3,004","3,258","1,954","3,337",593,"2,130",101,476,0,0,0,0,0,0
Feb-23,9호선,4123,고속터미널,16,0,"2,022","1,259","4,944","14,094","15,464","16,772","20,791","27,708","18,702","29,666","17,299","33,111","19,512","34,600","21,518","34,897","23,271","36,606","26,073","37,909","29,178","39,113","33,245","41,605","36,569","44,666","34,245","50,973","28,659","34,514","25,295","22,589","18,951","19,367","15,675","17,453","5,678","8,738",705,"1,561",0,2,0,0,0,0
Feb-23,9호선,4124,사평,0,0,819,151,"2,861","1,459","9,624","3,210","12,120","6,969","7,655","4,100","5,942","3,301","5,256","3,446","5,596","4,141","5,672","4,858","5,194","5,004","5,341","5,329","6,480","6,494","7,392","8,628","7,742","10,924","4,463","8,760","2,886","5,348","2,123","5,179","1,635","5,403",629,"2,877",137,812,0,1,0,0,0,0
Feb-23,9호선,4125,신논현,72,1,"3,927","1,196","11,917","12,602","29,435","35,996","40,464","83,044","29,761","93,107","26,755","52,413","31,230","43,098","37,115","42,303","40,601","46,810","42,627","45,714","48,951","43,765","57,961","51,336","77,981","66,193","101,299","95,537","74,623","56,436","57,737","28,154","63,504","23,790","57,974","19,840","30,838","12,245","4,760","2,921",0,511,0,0,0,0
Feb-23,공항철도 1호선,4201,서울역,213,0,"2,989","1,364","2,980","11,887","10,348","18,312","13,762","26,563","12,070","22,995","13,609","17,855","16,380","17,536","19,521","19,531","20,714","17,886","15,026","14,591","23,752","15,353","26,129","16,958","31,023","20,260","33,546","21,401","24,196","19,072","18,306","12,459","20,622","10,086","15,666","7,475","9,150","3,491",126,"2,444",0,0,0,0,0,0
Feb-23,공항철도 1호선,4202,공덕,51,0,"1,556",135,"2,249","1,606","5,676","3,745","5,885","10,604","3,425","5,558","2,967","3,804","3,209","3,759","3,140","3,900","3,091","4,037","2,825","3,726","3,151","4,390","3,777","5,202","5,800","7,976","9,165","12,684","4,112","8,628","3,436","4,761","3,363","4,469","2,858","4,497","1,397","3,009",78,"1,405",0,0,0,0,0,0
Feb-23,공항철도 1호선,4203,홍대입구,200,20,"4,126",329,"4,841","3,199","8,924","8,565","12,359","22,260","9,716","23,438","10,608","21,866","11,804","26,802","14,025","31,369","16,440","32,415","19,179","27,423","23,937","27,407","29,877","28,272","36,781","30,629","40,933","38,792","33,312","24,589","30,620","12,590","34,887","9,926","31,260","9,115","14,367","6,023","1,217","2,125",0,0,0,0,0,0
Feb-23,공항철도 1호선,4204,디지털미디어시티,128,3,"3,534",993,"6,953","6,677","18,715","28,546","19,279","88,936","11,604","41,386","8,412","15,486","9,679","11,523","10,455","11,626","12,013","12,903","11,556","10,318","13,723","10,382","18,493","11,434","46,584","17,148","86,535","25,191","34,832","17,968","20,061","10,253","18,026","8,586","13,966","8,361","6,565","5,401",860,"2,802",0,2,0,0,0,0
Feb-23,공항철도 1호선,4206,마곡나루(서울식물원),6,2,"2,094",940,"4,389","11,649","12,458","26,869","14,427","67,065","7,579","27,236","4,855","10,589","5,963","6,968","6,869","7,977","7,078","10,434","7,538","7,199","10,454","6,987","20,442","7,600","53,692","12,710","50,170","19,073","18,727","12,747","11,715","6,545","12,224","6,201","14,773","6,085","2,643","3,798",370,"2,341",0,0,0,0,0,0
Feb-23,공항철도 1호선,4207,김포공항,11,1,"2,037","1,756","3,267","10,621","6,140","19,045","14,639","17,695","14,319","9,456","17,055","10,929","19,717","11,155","17,555","11,299","21,390","10,384","23,419","10,322","20,476","9,314","16,463","11,308","24,017","12,362","29,791","11,029","17,150","7,543","15,485","3,243","18,665","1,909","19,654","1,757","5,639","1,090",167,646,1,13,0,0,0,0
Feb-23,공항철도 1호선,4208,계양,26,0,"10,267",865,"30,272","3,118","68,790","3,623","54,459","5,798","29,428","5,022","20,800","4,302","18,117","4,944","16,819","5,541","13,859","8,027","11,469","10,073","10,952","13,100","12,335","17,825","12,152","27,492","9,294","48,820","5,667","50,291","3,924","28,603","3,100","25,676","2,230","24,562","1,113","15,010",225,"4,962",0,0,0,0,0,0
Feb-23,공항철도 1호선,4209,검암,782,5,"6,725",444,"12,963","2,122","33,073","6,949","23,934","13,778","12,120","4,597","9,179","3,445","9,145","3,487","8,338","4,275","7,382","4,840","6,408","5,382","6,426","6,284","7,256","9,305","8,840","12,707","11,636","22,402","4,164","25,191","3,263","13,561","2,858","11,906","2,271","11,191","1,081","8,771",139,"4,486",2,2,0,0,0,0
Feb-23,공항철도 1호선,4210,청라국제도시,102,0,"5,009",140,"15,850","4,013","29,431","7,101","19,068","16,952","10,869","5,303","9,217","3,258","9,654","3,302","8,419","4,032","7,687","5,035","6,775","5,625","7,014","6,080","9,410","8,785","13,777","13,299","18,427","19,793","5,815","24,567","3,935","13,292","3,016","11,925","2,599","13,509","1,020","8,262",151,"3,623",0,0,0,0,0,0
Feb-23,공항철도 1호선,4211,운서,54,5,"11,050",616,"17,622","6,433","27,328","10,510","24,881","11,497","12,847","10,524","12,360","5,415","14,677","6,446","14,381","7,545","11,408","8,461","10,608","10,033","10,951","11,513","13,102","14,101","15,369","19,002","13,472","29,196","6,952","22,561","6,075","19,192","6,107","18,206","5,008","17,062","2,352","13,256",244,"4,547",0,0,0,0,0,0
Feb-23,공항철도 1호선,4212,공항화물청사,0,0,467,644,"1,137","6,178","1,909","12,003","2,095","20,772","1,529","3,053",712,"1,631",804,"2,373","1,047","2,636","1,164","1,153","1,763",962,"2,927",762,"4,616","1,167","9,856","1,629","16,313","1,039","3,675","1,049","2,149","1,525","2,367",814,"2,397",335,509,184,7,82,0,0,0,0,0,0
Feb-23,공항철도 1호선,4213,인천공항1터미널,0,0,"5,695","7,105","9,669","15,723","12,935","30,088","16,103","27,293","15,523","18,123","10,186","17,585","13,967","20,642","16,101","25,673","17,528","19,166","20,975","19,030","26,205","16,750","28,449","16,976","26,376","18,530","31,602","13,940","21,339","11,777","19,659","7,797","17,961","7,153","19,421","4,166","10,213","4,509",38,"4,300",0,0,0,0,0,0
Feb-23,공항철도 1호선,4215,인천공항2터미널,0,0,"3,109","2,868","3,946","8,268","4,954","12,341","6,318","14,948","5,644","6,144","2,705","5,443","3,270","7,543","4,014","9,039","3,442","4,948","6,286","5,068","8,924","5,216","11,314","5,164","15,047","7,433","17,009","3,723","7,697","1,647","8,256","1,629","6,984","1,748","3,389","1,127",906,790,2,749,0,0,0,0,0,0
Feb-23,공항철도 1호선,4217,영종,10,0,"2,993",116,"9,452","1,772","13,380","2,549","9,998","3,606","7,632","2,479","7,506","2,495","6,991","3,741","6,795","3,713","5,655","3,613","5,071","4,563","5,186","6,630","5,879","7,103","6,527","7,726","4,237","12,389","2,632","13,143","2,095","7,123","1,867","8,434","1,232","6,811",697,"6,054",103,"2,020",0,0,0,0,0,0
Feb-23,9호선2~3단계,4126,언주,0,0,"1,062","1,245","2,573","9,898","5,977","20,631","9,787","62,779","8,848","47,162","8,440","24,497","10,146","12,928","11,725","12,104","12,307","13,907","13,950","11,681","16,896","11,165","23,002","11,041","40,290","12,129","57,251","14,548","28,512","10,741","16,053","6,581","13,077","6,139","9,274","4,757","3,709","3,056",592,"1,010",1,57,0,0,0,0
Feb-23,9호선2~3단계,4127,선정릉,1,0,952,"1,024","3,281","6,161","7,577","18,128","9,036","62,422","7,571","48,467","6,680","21,207","7,509","14,141","9,867","11,965","10,526","12,361","11,590","11,463","12,913","10,084","17,110","9,940","30,528","12,199","54,181","14,189","29,237","10,625","14,823","6,541","12,994","6,381","9,981","5,993","4,033","3,616",650,"1,235",0,1,0,0,0,0
Feb-23,9호선2~3단계,4128,삼성중앙,0,0,719,633,"2,724","3,761","5,204","14,951","7,045","43,654","6,003","33,421","5,512","13,111","5,990","8,411","7,808","7,836","8,203","8,848","9,093","7,394","9,816","7,404","13,092","7,927","24,358","9,532","42,577","13,522","19,433","8,351","10,786","5,117","10,053","4,319","6,771","3,832","2,849","2,593",530,745,0,1,0,0,0,0
